disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.682618,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6120.16,108.73,-87.2,0.0,2.77001,0.315249,-0.278118,0.0,1.16,0.18354,-0.134615,0.0,-0.1733,0.0271,-0.0271,0.0,[M/H],3.61756,0.078612,-0.153221,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m05.83s,135.274273,+13d30m33.39s,13.5092749,1262.45,128.62,-107.52,12.993,0.069,-0.069,11.402,0.018,-0.018,12.8077,0.000469,-0.000469,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.512702,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4513.0,134.0,-134.0,0.0,1.00839,,,0.0,0.71,,,0.0,,,,,,4.28207,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m22.60s,137.0941737,+13d37m21.34s,13.6225937,861.467,42.861,-39.057,16.147,0.286,-0.286,13.461,0.037,-0.037,15.7659,0.008065,-0.008065,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.539696,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m31.72s,130.882181,+13d38m19.13s,13.638647,,,,15.318,0.275,-0.275,13.361,0.036,-0.036,,,,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.597258,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.42,22.17,-22.17,0.0,1.47741,,,0.0,0.93,,,0.0,-0.206,0.021,-0.021,0.0,[M/H],4.06755,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m00.27s,130.2511429,+13d40m35.50s,13.6765266,751.35,23.7455,-23.7455,13.882,0.149,-0.149,12.119,0.02,-0.02,13.6656,0.006916,-0.006916,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.620388,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7577.62,18.84,-18.84,0.0,1.48463,,,0.0,1.76,,,0.0,-0.4425,0.0178,-0.0178,0.0,[M/H],4.34034,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m35.50s,129.647924,+13d42m23.94s,13.7066497,1327.76,62.115,-62.115,13.475,0.114,-0.114,12.559,0.027,-0.027,13.3569,0.004438,-0.004438,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,17.325857,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6047.27,167.31,-121.44,0.0,3.05384,0.227685,-0.197239,0.0,1.12,0.164471,-0.141035,0.0,-0.383,0.03,-0.03,0.0,[M/H],3.51759,0.078865,-0.108725,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m30.96s,131.1290191,+14d01m35.40s,14.0265002,1221.61,59.63,-54.44,12.778,0.149,-0.149,11.294,0.022,-0.022,12.5727,0.000223,-0.000223,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,del Ser et al. 2022,1.0,0.0,Transit,2022.0,K2,Published Confirmed,0.0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,6.2043,,,0.0,0.0661,,,0.0,1.8527,,,0.0,0.16528711,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m58.89s,124.7453571,+14d09m24.49s,14.156803,577.993,,,13.988,0.114,-0.114,12.146,0.021,-0.021,13.7468,0.000273,-0.000273,2022-11-07,2022-10,2022-11-07
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.359386,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5723.55,95.8,-110.78,0.0,1.28259,0.055044,-0.057026,0.0,1.02,0.13556,-0.120533,0.0,0.0412,0.0097,-0.0097,0.0,[M/H],4.23049,0.065156,-0.079021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m22.71s,137.0946357,+14d24m02.12s,14.4005896,359.283,4.948,-4.818,12.095,0.092,-0.092,10.446,0.021,-0.021,12.0072,0.005249,-0.005249,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.630717,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6591.15,46.97,-46.97,0.0,1.57514,,,0.0,1.37,,,0.0,-0.6286,0.0455,-0.0455,0.0,[M/H],4.18015,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m32.63s,133.8859513,+14d32m41.12s,14.5447545,1495.88,86.24,-86.24,14.135,0.172,-0.172,12.885,0.024,-0.024,14.0604,0.006177,-0.006177,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.630718,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m32.90s,133.88708,+14d32m51.66s,14.547682,,,,,,,14.142,0.076,-0.076,19.2896,0.008025,-0.008025,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,12.427163,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6435.2,86.07,-118.98,0.0,2.39747,0.334941,-0.249039,0.0,1.3,0.251415,-0.14096,0.0,-0.2312,0.0131,-0.0131,0.0,[M/H],3.7925,0.142354,-0.116091,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h13m18.92s,138.3288505,+14d36m24.78s,14.6068847,1133.61,143.66,-115.65,12.759,0.069,-0.069,11.531,0.018,-0.018,12.6528,0.000193,-0.000193,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.348851,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6311.4,97.65,-108.88,0.0,1.38773,0.08574,-0.071788,0.0,1.24,0.193453,-0.158349,0.0,-0.2147,0.029,-0.029,0.0,[M/H],4.24688,0.072399,-0.096597,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m06.82s,134.0284308,+14d38m34.53s,14.6429247,657.88,25.625,-23.806,12.804,0.114,-0.114,11.481,0.021,-0.021,12.7802,0.000352,-0.000352,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.490219,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7175.46,151.01,-128.76,0.0,1.72824,0.084647,-0.120498,0.0,1.6,0.344566,-0.194356,0.0,-0.397,0.027,-0.027,0.0,[M/H],4.16698,0.107564,-0.078304,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m35.84s,137.3993323,+14d38m41.14s,14.6447599,1212.71,53.94,-49.62,13.127,0.114,-0.114,12.335,0.022,-0.022,13.0426,0.003358,-0.003358,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.958786,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5512.55,126.19,-122.02,0.0,1.0377,0.05112,-0.068232,0.0,0.968,0.137835,-0.097331,0.0,0.2297,0.0458,-0.0458,0.0,[M/H],4.3918,0.071748,-0.087188,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m47.90s,135.6995684,+14d43m40.55s,14.7279308,352.388,7.68,-7.366,12.985,0.08,-0.08,10.825,0.018,-0.018,12.7021,0.000555,-0.000555,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.9587591,9.2e-06,-8.7e-06,0.0,,,,,39.0,11.0,-14.0,0.0,3.5,0.98,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.171,0.087,-0.046,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m47.90s,135.6995684,+14d43m40.55s,14.7279308,352.388,7.68,-7.366,12.985,0.08,-0.08,10.825,0.018,-0.018,12.7021,0.000555,-0.000555,2019-09-05,2019-09,2019-09-05
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,11.100314,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4928.18,23.52,-23.52,0.0,3.70395,,,0.0,,,,,-0.3181,0.0224,-0.0224,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m40.23s,130.4176439,+14d48m05.45s,14.8015143,1179.64,42.705,-42.705,13.382,0.137,-0.137,10.794,0.018,-0.018,13.1224,0.002936,-0.002936,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.921358,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5255.22,172.17,-172.17,0.0,1.30486,,,0.0,0.9,,,0.0,0.08,0.16,-0.16,0.0,[M/H],4.16118,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m15.30s,131.0637706,+14d50m14.14s,14.8372602,1437.76,106.82,-106.82,15.625,0.206,-0.206,13.73,0.04,-0.04,15.4489,0.005678,-0.005678,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,11.078847,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5162.0,133.0,-133.0,0.0,1.9631,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m52.08s,131.7169885,+14d50m31.63s,14.8421191,3503.83,865.56,-656.78,16.8105,0.0468,-0.0468,14.551,0.075,-0.075,16.5831,0.004868,-0.004868,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.530431,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5666.31,113.9,-165.68,0.0,1.49032,0.078612,-0.102895,0.0,1.01,0.141885,-0.115042,0.0,-0.0824,0.0127,-0.0127,0.0,[M/H],4.09583,0.096651,-0.071142,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m42.95s,134.6789638,+14d53m09.57s,14.8859919,514.007,10.55,-10.14,12.729,0.08,-0.08,10.993,0.018,-0.018,12.5508,0.008651,-0.008651,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.747734,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8498.37,111.32,-126.33,0.0,1.65596,0.147852,-0.067876,0.0,2.11,0.37286,-0.218317,0.0,-0.426,0.041,-0.041,0.0,[M/H],4.32425,0.064245,-0.105376,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m47.06s,130.946099,+14d54m26.61s,14.9073919,1405.01,89.62,-79.72,12.716,0.064,-0.064,12.305,0.024,-0.024,12.8036,0.001894,-0.001894,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.69719,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5535.52,127.98,-127.98,0.0,1.45971,,,0.0,0.97,,,0.0,0.099,0.119,-0.119,0.0,[M/H],4.0963,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.13s,133.838029,+14d57m52.36s,14.9645433,974.491,40.1905,-40.1905,14.258,0.137,-0.137,12.379,0.022,-0.022,14.1809,0.001633,-0.001633,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.884004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5119.55,33.42,-33.42,0.0,0.742353,,,0.0,0.86,,,0.0,-0.238,0.031,-0.031,0.0,[M/H],4.63135,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m42.08s,130.1753375,+14d59m02.14s,14.9839274,363.727,5.28,-5.28,14.133,0.172,-0.172,11.713,0.018,-0.018,13.7903,0.003861,-0.003861,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.543877,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6177.78,169.56,-108.84,0.0,1.36241,0.094224,-0.05864,0.0,1.18,0.212005,-0.108816,0.0,-0.4486,0.0141,-0.0141,0.0,[M/H],4.24133,0.094773,-0.078479,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m18.52s,134.3271756,+15d04m55.86s,15.0821831,585.582,17.358,-16.403,12.766,0.092,-0.092,11.321,0.017,-0.017,12.6247,0.000211,-0.000211,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,6.741846,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4861.09,287.51,-287.51,0.0,2.13528,,,0.0,,,,,-0.013,0.266,-0.266,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m46.83s,135.9451412,+15d05m16.38s,15.0878845,1574.3,118.1,-118.1,15.672,0.137,-0.137,12.673,0.025,-0.025,15.0478,0.003622,-0.003622,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.044175,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5480.16,148.86,-124.71,0.0,2.49927,0.144,-0.192,0.0,0.96,0.107741,-0.140946,0.0,-0.5084,0.0261,-0.0261,0.0,[M/H],3.62471,0.084599,-0.096338,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m28.35s,133.368118,+15d09m39.30s,15.1609156,1152.34,36.02,-33.94,13.772,0.217,-0.217,11.669,0.018,-0.018,13.3243,0.002159,-0.002159,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.516235,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7701.0,189.0,-189.0,0.0,2.08947,,,0.0,1.81,,,0.0,,,,,,4.05568,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m02.11s,129.7587872,+15d15m30.27s,15.2584092,2574.17,222.6,-191.21,14.04,0.103,-0.103,13.203,0.03,-0.03,13.9583,0.002926,-0.002926,2019-02-26,2018-07,2019-02-26
FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.635238,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4743.31,152.09,-152.09,0.0,0.919305,,,0.0,0.76,,,0.0,-0.434,0.142,-0.142,0.0,[M/H],4.39196,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m27.09s,134.3628607,+15d23m58.00s,15.399444,599.928,13.3965,-13.3965,15.395,0.137,-0.137,12.5,0.023,-0.023,14.8929,0.003431,-0.003431,2019-02-26,2018-07,2019-02-26
